리뷰,별점
신세경의 대표작이라 할만한 인생작~ 넘 매력적임맡은 배역 연기력도 심도있고 긴 여운을 주는 마력이 있슴 내겐 익숙한 호칭이  나와서 더 좋음,10
멋진 여성이 되어서 남자를 선택하는 여자가 될 거야.,10
진짜 개지림 꼭 보세요 후회안 할것입니다,10
재밌진않음 그냥그런거갘늠,6
소울메이트랑 보러 갔는데 너무 좋았다,10
훌륭한 작품이다. 근데 중국 자본이 들어 가면서 너무 많은 간섭을 받았는지  뭔가 답답하고 억지 스러운 부자연 스러운 면이 영상이나 전반적인 곳에서 너무 많다.,6
역사의식이 결여된 영화 잘 봤습니다,1
아쉬운 부분들이 있음. 필요없는 부분 좀 줄이고 스토리에 더 집중할수도 있었을거같고. 작화에 힘을 조금 빼고 스토리나 캐릭터에 집중을 한거샅은데 약간은 부실해서 이것도 저것도 아님. 소재는 매우 괜찮았음.,6
비행기 추락은 시작에 불과했다.,7
대령님 정말 멋지다 그리고 전우애,8
팝콘 무비로 제격,7
과정은 화려하고 초월적이었다. 하지만 끝은 허무했다. 이 여운이 오래간다.,10
개연성은 아쉬워도 그걸 모두 뒤집을 스토리와 영상미,10
너무 재밌네요작화가 진짜루 대박입니다....♡,10
아주르와 아스마르가 좋아서 비슷한 작품이라 봤는데 같은 감독 작품이었음,10
진정한 사랑이란 이런게 아닐까,8
시나리오 구성이 치밀하고 좋네요 2탄 기대됨,10
우연히 봤는데 끝까지 보게 됨색감 매우 예쁨,10
갈수록 영화를 대충 만드는 느낌 재미도 없고 개연성도 없음,1
생각보다 재밌게 봤어요,7
나는 너의 이름은을 넘어섰다고 생각한다 앞선 두 영화와 다르게 질질 끌지 않고 바로 본론으로 들어가고 무엇보다도 더 좋아진 영화 퀄리티며 새로운 스토리 구성이며 진심 너무 좋음 혹평 하는 사람은 이해가 안 갈 정도로,10
영화와 관객의 심리전 ㅋㅋ 갤럭시 유저는 다소 어려울지도..,8
일본 신화를 모른다면 뭐지? 할 수도 있지만 전 일본 신화 그런거 모르고 봤는데도 ㄹㅇ 감동적이고 노래랑 연출 개소름돋음 후회안됨 조만간 한번 더 보러 가야겟다,10
진짜 그냥 미쳤음 살면서 한번은 봐야됨,10
괜찮은 영화네요 추천합니다,9
내가 죽여주마~저주받은 지퍼스크리스퍼~ㅋ,10
누가 다같이 만화보기도 아니고라고 했는데진심 보면서 똑같은 생각했음 뭐지…? 이 많은 사람들과 영화관에서 만화보기…?웃겼음 그리고 돈이 너무 아까웠다 거의 반이상이티비로 봤던 내용이라,2
애니 관심도없는데 이건 잼있더라 노래도좋구 스토리도좋고 굿굿 감동,9
신고,7
영상미 예쁘고 신카이 마코토 감독 영화 중 역대급임,10
말하는 고양이 vs 장발 미남 썸남??,10
"최고의 영화. 스토리나 연출미는 물론, 배우들의 연기까지 최고다. 사랑해요",10
장난하나..이게.. 영화..?,1
진짜 한번쯤 보길 바랍니다,10
많은 생각이 들게하는 영화,10
엄청나게 허술한 스토리에 영화보는 내내 답답함을 지울 수 없네요...영화 후반에는 차라리 딸이고 아빠고 그냥 다 죽었으면 하는 생각이 듭니다.,2
노잼임ㅜㅜ이게 왜 재밌는지 모르겠음…,1
개연성이 하나도 없습니다!잘생긴남자vs고양이 인가요?저 같으면 고양이 고르겠습니다ㅡㅡ,1
매번 볼때마다 가슴이 뭉클 장면 장면이 명장면인 영화.. 정망 놀라운 영화,10
신고,10
소타상.. 소타상..! 소타상!!기대 마니했는데 영상미는 너무 최고지만 개연성 떨어지고 재미가없었음 ㅜ,6
너무 슬퍼오 ㅜㅜ 아내한테 잘해줄거에요 ㅜㅜ,10
2023..이걸 이제 보다니,10
정말 최고의 영화! 엔딩 장면은 봐도봐도 감동적임:),10
"여기 저기 구겨진 종이들이 널부러져 있는데, 그 한장 한장에 다정하고 사랑스러운 말들이 적혀있더라. 정신없었지만 내겐 그보다 행복이 더 컸다. 나를 사랑하는 사람들이 무심하게 던져놓은 그것들을 기꺼이 줏어서 펼쳐볼 용기와 친절함을 가진 삶이었으면 좋겠다.",9
"어렴풋한 햇살이 발에 닿을랑 말랑, 따뜻한 곳으로 평화로운 곳으로 가고팠구나.. 누가 이 소녀를 저승으로 몰고 갔을까.",8
시작부터 눈물이 난뮤지컬 영웅을 봤었는데 영화도 좋았습니다,10
시작부터 눈물이 난뮤지컬 영웅을 봤었는데 영화도 좋았습니다,10
재미있었습니다.차별은 있어서는 안되죠,10
OST가 좋았고 몰입해서 잘봄,10
여자경감은 혹시 어떻게 경찰이된거죠?마지막까지 딸한테불 끄라고 호스넘기던데,6
"너의 이름은에 이어 날씨의 아이도 영화관에서 못봤었는데... 스즈메는 영화관에서 보게되어 행복합니다 ㅠㅠ. 처음 오프닝 연출이 끝내줬고요, ost라던지 사운드트랙도 좋았습니다!!^^",10
액션영화로 적당히 몰입감 있게 만든 거 같다.,7
잔잔한 감동.음악.좋은배우 훌륭한 연기,10
자단이 형님 액션 전부 직접 하신건가? 나이가 대체 몇이신데 언제까지 날라다니심. 액션 미치네.그리고 이영화 언제찍은 건지 왜 더 젊어지심? ㅋㅋㅋ,8
1시간 전에는 그러려니 보다가 반전부분부터 몰입감있네요b 또 반전이 있을까봐 조마조마하니 봣습니닼ㅋㅋㅋ,8
"자전거 타는 소년의 모습은 왜이리 아름다운지... 옛날 아파트 단지에서 신나게 자전거 타던 기억이 떠오르네요. 소년의 순수한 사랑 이야기, 전쟁 그리고 기억. 인생영화입니다.",10
왜 전보다 cg가 더 퇴화했냐...,2
연기력 높은 배우들 덕에 재밌다,10
그냥 …쏘쏘..유치한데..그냥..쏘쏘,6
진짜 인생작인거 같아요,10
너의이름은 보다 더 만족,10
너무 재밌게 잘 봤습니다. 왜 망했는지 모르겠어요...,10
찰진대사와 박중훈 코믹연기의 콜라보,10
구원에 대한 이야기라고 생각한다. 딸에게 용서를 빌면서 스스로를 용서할 수 있었던 한 인간의 이야기,10
설정이 매우 억지스럽다.추천하고 싶지 않다.,4
이거 감동 받았다는 리뷰들 보면 일본인이거나 10덕들인건가,2
보면서 닭살이 얼마나 돋았던지.. 여운이 깊이 남은 영화였습니다. 너무 좋았어요,10
근 5년간 나온 애니중에 최고였어요!! 하울 센과 치히로 같은 유명한 띵작들과 어깨를 나란히 할 만한 애니가 드디어 나왔군요ㅠㅠ 3번은 다시 보러가고싶어요,10
감성돔으로 매운탕 해먹음,5
종교는 참 무서운거다!,6
미침 그냥 말이 필요없고 노래도 미침,10
신고,10
신고,10
양산 나라말아 먹은 개버린이 꼭 봐야할 영화 저주는 반드시 온다,2
강추...간만에 재밌는 애니..,9
슬램덩크 모르는 사람들도 괜찮다해서 봤는데 생각보다 별로였음 너무 칭찬해서 그런지.. 경기할때?는 되게 멋지고 재밌었던 부분도 있었는데 진짜 그 서사 나올때는 좀 지루하고 왜 좋아하는지는 알겠는데 개인적으로 슬램덩크 팬 아니면 비추 ost 개조음 약간 체인소맨 ost 느낌 마지막에 가슴이 웅장..해지긴 하는데 뱔루 ㅋ,5
최고의 영화입니다. 보면서 계속 울었어요.,10
"생각보다 별로였음 작화, ost는 너의 이름은 부터 쭉 좋았지만 스즈메 엄마에 대한 스토리, 진부한 고양이, 그리고 답답한 결말 약간 부족한 영화였음 그러나 예술성은 훌룡.",5
소타와 스즈메의 전우애가 너무 아름다웠음.. 개연성은 아쉬웠지만 황홀한 작화와 서사가 압도적인 영화,10
"사랑과 우정, 만남과 이별, 이상과 현실에 관한 아름다운 소묘. 배우들 간의 합이 참 좋고, 제주도의 풍광이 아름다우며 고전적인 신파를 곁들이지 않아도 얼마든지 가슴 먹먹하게 만드는 이야기를 빚어낼 수 있음을 보여주었다.",10
너무 감동적이었고 연인과 함께 보기에 아주 적합한 영화인 것 같음.,10
한마디로 무리데쓰요. 전할려는 메세지가 있었으나 무리에 무리를 심하게 한 느낌. 돈 아깝.,6
소재자체가 편하게 즐길수 있는 팝콘무비라 가벼운 마음으로 스트레스 풀기엔 괜찮은 영화였음,8
"피오나는 소녀였고, 로빈은 고딩이었으며, 카포티는 개구쟁이였고, 돈 꼬를레오네는 여전히 멋있었다.",10
"올림픽 이면에 그런 아픔이 있었네요. 많이 울고 흐믓했습니다. 그 사건과 사람에게만 초점을 두지 말고, 억울한 사람을 만들면 안되겠네요. 2차 3차 가해 주의합시다이러한 사람들 이야기를 많이 만들어주세요.",10
외국영화들은 왜케 예의가없지. 훈훈함이 반감되는느낌이다,8
"영웅은 때로는 집단의 이익을 위해 창조되기도 하고, 반면 이용가치가 끝나면 버려지기도 한다. 나의 말과 행동이 신념의 산물인지, 공명심에서 비롯된 허영인지 쉽게 가늠하기 어려운 상황에서 본질은 속절 없이 묻히고 허상은 확대 재생산되는 개인과 집단 간에 벌어지는 상호작용을 훌륭한 스토리로 풀어낸 수작이다.",10
이작가분은 하늘을 너무 좋아한다오히려조아~~근데 나였다면 의자한테 사랑에 빠진 혼란스러움을 이겨낼 수 없었겠지. 애초에 얼굴을 넘 안 보려쥼....,10
무언가 있겠지 하면서 끝까지 봤지만 허무했던..,3
진짜...도쿄에서 떨어질까 떨렸네 아무튼 의자군이 살아남은게 다행이였다,10
신고,10
메세지는 좋음. 생명의 다양성과 공존. 근데 연출이 좀 유치하고 오글거림,8
넘넘 잼나게 봤네요  왜  흥행이 안되었는지 ??,8
신고,6
너무너무너무너무재밌어요,10
8시 20분부터가 웃기다,8
"다이진의 계속되는 심경의 변화문제, 의자 다리가 3개인 이유 등 개연성 부분에서  설명이 부족한 점들이 많았지만 미미즈 연출이나 ost는 황홀했다봄",6
...너어ㅏ무 재밌음,10
여주인공 너무 예뻤다.영상미도 좋았음..그냥 예쁘고 풋풋한 사랑얘기 보고싶을때 적절한영화^^,8
이별과 슬픔의 공기로 가득한 열차 6번칸 안에서 우연한 만남과 그로 인한 행복이 시작된다. 로맨틱한 언어는 단 한 차례도 등장하지 않지만 알고 보면 세상 달달한 로맨스 영화다.,10
아 진짜 재밌다 ㅠㅠ 또보고 싶어,10
어디서 많이 본듯한 내용과 설정,7
"스케치에서 정대만이 두번째로 등장하는걸보니, 세컨드는 정대만이네요. 산왕전 재탕칠수도 없고 세컨드를 어떻게 풀어갈지 궁금합니다.",10
인생영화가 될듯합니다,9
킬링타임 영화로 굿 추천합니다,8
지루함...추천 못할듯...부모님 데리고 보는 영화엔 안맞음,6
강아지를 관련하여 간만에 힐링하고 가네요 ㅎㅎ 아무생각없이 잘 보고 갑니다. 강아지를 따뜻하게 보호하는 세상이 왔음 좋겠네요.,8
마동석의 실패작....,2
‘소울메이트’ 제목 하나만으로 볼 가치가 충분한 영화너무너무 좋았다,10
진짜 .. 꼭 영화관에서 보세요 .. 영상미 OST 신카이마코토 최고예요,10
잘 보고 왔습니다,8
노래는 좋았다 호불호 심할듯 뮤지컬식 영화임,10
잘 보고 왔습니다,5
최고의 애니…♡ 지브리 감성 제대로 나타나는 영화인듯,10
"이익의 크기만큼 확대축소 편집되는 세상에서    본래의 진실이란 , 얹혀사는 집, 구닥다리 차로, 택시로 성과없이 오고가는 시간들만 허비하고만나도 함께 할 수 있는 가족과 연인들,적어도 이 모든 것들보다 못할 바 없어보이는 교도소에서마저 생을 마감한다면...보이는 것 뒤에 숨어있는 비루함...",8
대만아 사랑해요~^^,10
너의 이름은 보다 감동이 덜 하긴 했지만 최근 나온 영화 중에서는 가장 볼 만한 듯.,10
1편보다 더 재미있는 영화는 없다는걸 일깨워주는 영화ㅋㅋㅋ 근데 쥬라기 공원. 트랜스포머 2는 예외ㅋㅋㅋ 전편보다 박진감도 떨어지고. 인물 및 스토리도 병맛.,6
"작화는 인정, 나름 감독이 복선을 많이 깔고 소소하게 위로되는 이야기... 물론 자연재해 피해자에게 더욱 와닿을것 같은 애니...!ost가 너무 좋음 ㅜㅠㅠㅠ",10
에뽀ㅇ요 ㅎㅎ노잼이에요,2
준내 갬덩 눈물 찔끔날뻔,10
아니 중국놈들 얘기를 일본놈들이 왜..,2
캐릭터들의 감정선이 좀 많이 부족했어서 아쉽고 작가특유의 전개형식이 전작과 전전적과 같아서 루즈했음 기억에 딱 남는 장면이 그닥… 그나마 좋았던점은 전달하고픈게 무엇인지 명확했단거,8
너무무섭 섬뜩합니다 ㅜㅜ,10
기대한 만큼 재밌었고 슬펐음... 후반부부턴 계속 울컥하고 하염없이 눈물만 흘림... 장담컨대 이거 내 인생 영화로 등극할 듯 ㅠㅠ 친구랑 봐도 되고 엄마랑 봐도 되고 걍 혼자 봐도 되니 제발 봐주셍요ㅠㅠㅠ,10
기대안하고봤는데 눈물두흘리고넘감동적이다,10
다른건 다 좋은데 편집좀 재대로 해주세요엔딩크레딧 이 20%인것 같아요,8
정말 잼있게 봤음그러나 마지막 강백호가 슛 넣는 장면에서 뒤에서 여자가 들어가나 들어가나하며 쑥떡거려서 짱났음!!전부 숨죽여 보고 있는데 그 소리가 안 들릴줄 알았냐?,10
차라리 레지던트 이블 2가 낫겠네ㅋㅋㅋ 레온은 물론 질 발렌타인부터 별로야ㅋㅋㅋ 이딴거 보다 바이오 하자드2 스토리를 보는게 낫지ㅋㅋㅋ 화끈한 맛도 없고. 이어지는 스토리도 모르겠고. 본질도 없는 그냥 병맛인 영화.,6
암흑의 OOO들을 잡기 위해 회색지대로 들어가서 활동하는 정의로운 경관의 이야기..,9
와 내 기준으로 완전 재밌었음 마지막에 울었어ㅠㅠ,10
스즈메의 눈물 ost나올 때 ㄹㅇ 울 뻔 했음 와 진짜 후속작 너무 기대됨,10
신비한 향수로 사랑을 찾아간다는 대전제는 나쁘지 않은데 2023년에 제작한 영화가 맞는지 의심스러울정도로 연출력이 떨어집니다...그나마 주연배우들이 어느정도 연기로 커버하려고 하지만 수습 불가능한 수준...,2
김다미배우 연기력이 더 좋아졌네요..! 전소니배우도 정말 좋았네요,8
아카데미 수상을 격하게 축하합니다.,10
어미있는 일을 하자 ! 교훈 ㅎㅎ진짜 감동적이고 재밌고.. 유쾌한 영화였다! 강추드립니다~!,10
너의이름은보다는 아쉬운ㅜㅜ,8
최악의 페이크 다큐임 이건정말 아니지,2
추운 겨울 풍경속의 로맨스라 더 따뜻하게 느껴집니다.,10
허준호 연기 짱짱!! 카리스마,9
신카이 마코토 작품을 오래동안 기다려온 보람이 있다,10
신고,2
그냥 작화보고 봤습니다.. 재미가 없는건 아닌데..먼가 조금 아쉽다..?,10
원작도 좋았는데 리메이크도 좋네요. 영상이 청량하고 예뻐요.,10
그냥저냥 무난하지만 또 그 무난함이 매력인 영화,5
남주아역 못생긴거 말고는 볼만함,10
모든게 완벽했다 다이진..기억할게,10
떨어지는 바위를 다 피하는 주인공들의 개연성과  고양이들의 부족한설명..가기까지의 여정은 그나마볼만했지만..끝에 뭔가 거대한걸 바랬다면분명 실망스럽다.,6
볼만함,10
너무 허술하게 만든다. 비추,3
44의 고릴라들이 천벌을 받기를.. 하나하나 빠짐없이 그러기를.,10
정말 재미있었습니다다이진 관련 반전이 너무 놀라웠어요특전을 못받아서 너무 아쉽긴한데 신카이 마코토 작가님 영화가 또 나온다면 보러가고싶을 정도로 재밌어요,10
누가누가 얼마나 답답한 인물인지 내기했나 감상포인트 없는데 강제로 누르라고 하네,1
"살인을 하면 저주가 옮겨간다는 내용적으로 쓰이지도 않을 룰은 당최 왜 만든 것인지 모르겠다. 룰을 알고 있음에도 목격을 피하지 않는 조엘, 말아먹은 개연성은 물론이고 놀랄 포인트도 없다. 온갖 클리셰 덩어리에 마지막 오두막 씬은 그냥 영화 it의 광대의 유치함과 다를 바가 없다. it은 판타지 영화, 밝은 분위기의 컨셉이라도 잡았지 어두운 분위기, 겁주려 작정한 영화에서 이런 연출은 그냥 유치하다.",3
엥?당근8점대이상일것같았는데 평점실화?,8
볼건...영상과 음악뿐...개연성 없다는 리뷰들에 공감합니다...,4
잼나요~~시간순삭임!,10
"마지막에 ""다녀오겠습니다""에서 울컥 했습니다...",8
"너를 죽일순 없잖아, 내 손가락을 자르고말지.",10
다이진 내가 키워줄게..ㅜㅜㅜㅜ,10
장면 하나하나가 감동을 줌,10
처음에 신음소리 진짜 ;; 깜놀했네,10
추억의 영화. 재미있네요.,10
영화보고 운게 거의 처음인 것 같아요. 진짜 재밌음,10
연출과 연기가 너무나 멋진 좋은 영화,10
너무 슬픈 영화. 결말에 다다를수록 다소 충격적인 전개. 그리고 간만에 연기 잘하는 일본 배우들이 나와서 좋았다.,10
원작보다 삼각관계의 경계가 훨씬 명확해서 좋았다. 원작은 셋의 관계가 좀 애매모호했다면 한국판은 미소의 확실한 태도가 마음에 들었고 김다미의 연기에 몰입되어 2시간동안 충분히 스토리에 빠져들었다. 다시보고싶은 여운을 남겨준다. 곧 다시봐야겠다.,10
"먼저,잘 본 것 같습니다.특히 감동적인 부분에서는 OST가, 진지한 부분에서는 영상미가, 성우의 연기가 뛰어나서 좋고 재밌는 영화가 더 좋았던 것 같습니다. 이 감독 영화이면 더 믿고 볼 수 있을듯요.",10
죽고 싶어하는 사람들이 계속 죽음에 실패함,1
"왜 우는지도 모르고 그냥 펑펑 울었다… 다시 보고 싶다 너무 재밌고 감동적인 영화였다 그리고 김다미, 전소니 배우 너무 이쁨…ㅠㅠㅠ",10
히히 개연성만 참고보면최공,9
재밌게 잘 보았습니다.,7
신고,8
음... 그냥 1편 한번 더 볼게요,6
김혜윤의 연기로 영화를 이끌어나간다!,7
말이 필요없음...,10
이렇게 지루한 케이퍼 무비가 있네? 뭐 케이퍼 무비 같지도 않지만...,5
디씨 요즘에 괜찮은데?,8
나의 새로운 인생영화가 됐다,10
두번 봐야 더 명작인 영화. 해석이랑 분석 꼭 보고,10
명작에는 이유가 있는 것 같다,8
생명에 대한 따뜻한 마음과 책임감에 대해이야기하는 영화! 너무 뻔하고 뻔하지만 너무나 사랑스럽고 반려견 보호자로써는 감동이 두배가 되는영화네요!,8
명작에는 이유가 있다,8
전 재밌게 봤어요.. 앤트맨 유머가 워낙 취향이라 이번에도 꽤 괜찮았다고 생각하는데 약간 여러 내용을 담으려다가 난잡해진 느낌은 있지만 영상미도 있었고 다음 내용도 기대됩니다 !,10
클로버필드에 장쯔이 중국뿌리기 ㅡㅡ 중국인 극혐 영어도 못쓰고 활약도못하고 한심하다진짜 몰입이 안되네 왜나온거지 최악,2
명작은 시간이 흘러도 명작이다,8
마크 월버그 때문에 10점. 재미있어요 ^^,10
갑작스러운 일도 있었는데 이정도면 잘 수습했다,8
"이 여행의 목적은, 엿 먹이기 위함이다.",8
감동도 역사를 되새겨보는 애잔함 어느것도 킾이 느낄 수 없었어요. 긔엽고 재밌는 요소도 있어 초반부는 괜찮았으나 내용적으로 납득이 안되는 부분이 많아서 실망스러워요 그리고 대지의힘? 표현도 참 그냥 기생충 같음,4
제발 이상한 개그 좀 넣지마...,4
이거 보시면 뭐랄까 헛웃음이 절로나오네요~^~^하.. 내 주말..,1
정말 잘 만든 스릴러 인듯 !,7
1편보다는 볼만했음 재밌었음 제이슨이 잘안죽는것처럼 이렇게 잘안죽는 괴물은 오랜만인듯 ㅋㅋ,9
역시 써치는 독특한 화면 구성에~ 일반 스릴러 와는 다른 긴장감으로 관객들을 놀래키네요!이번 서치 2도 너무 즐겁게 잘 봤네요!시간이 금방 슝하고 흘러갔어요!또 기대가 되는 써치 시리즈,10
스토리도 좋고 ost도 좋았음,10
원작의 감정을 비슷하면서도 다르게 느낄 수 있었던 영화입니다. 어느순간 같이 공감하는 제 모습을 볼 수 있었네요,9
동일본대지진을 다룬 애니라 보면서 눈물이 주륵주륵..잘만든 애니임,8
너무 잔잔해서 졸았음...,5
신고,10
연기 영상미 결말까지 역시 원작에 충실했던 영화,10
명작에는 이유가 있다,8
역시 슬램덩크.. 볼때마다 감동받습니다,10
뻔한 스토리와 미친 씨지,6
우리가 매순간 열심히 삶을 살아야 하는 이유...,10
영화를 보는 내내 온몸이 찌릿찌릿했어요..와..,10
그냥 그런 작품. 재밌는 것도 아니고 흡인력 좋은 것도 아니고. 그냥 볼 만한 정도? 스토리가 그렇게 재밌는 것도 아니고 연기가 뛰어난 것도 아니고 진짜 평균정도 영화. 무난한 평균이란 이런 것이다할 정도.,5
신고,10
영화관 나올때 울면서 나옴..,10
슬램덩크 모르고 봤는데도 재밌었음,8
주인공들이 너무 섹시해요,10
진짜 이노버지 사랑해요,10
너무 귀여워요! 조카랑 재밌게 봤습니다!,8
신고,10
이야기가 산으로 가다 못해 우주까지 진출... 1편의 '순수함'이 그립다.,2
진짜 스토리가 이해도 불가능함 문제잇음 걍,1
울고 웃다 왔어요 재밌음!,6
개 암  영화 김희원이 문제임,2
"헤아릴 수 없는 별처럼, 수많은 순간과 선택들의 파편들로 '지금'의 도자기를 빚어내다.",10
감독이 전달하고자 하는 의도를 알수 있었음 우리 모두 희망의 미래를 향해 달려갑시다,10
더 많은 사람이 봤어야 하는 영화. 거대한 조직원으로서 껍질이 깨어지는 통렬한 아픔,10
문열때마다 생각나네요,9
여운이 많이 남고 미치도록 재밌었다,10
진짜 돈내고서라도 본지 오래됬는데 오늘다시보니깐 또울고 보고나서 생각나면 또움.. 진짜 너무슬퍼요... 흥행못해서 아쉽네요 ㅜㅜ 돈전혀아깝지않고 영화곤에서 개봉하면좋겠음 눈물딖으러갑니다,10
날 웃기고 울리고 압도하고,10
큰기대 없이 킬링타임용으로 즐길만하다,7
스토리가 너무 진부하고 뻔하다...,2
강아지 너무 귀여워요 김유정 연기 너무 잘해요,10
완전 재밌네요 강추드립니다,10
진짜 연출이 대박이고 ost도 너무너무 좋았음,10
"소재가 흥미로웠고 개연성이 뜬금없지만 살아가다 보면 말도 안 되는 일이 꽤나 일어난다 생각하기 때문에 ㅎㅎ 그냥 넘어가고 무슨 얘기를 하는지 확실히 와닿진 않지만 그래도 나름 느낀점이 있습니다 어떤 상황이 와도,거창한 신념보다도 우선은 자신에게 솔직하고 현실에 충실하는 게 더 행복일 수 있다고 생각이 드네요 중간에 좀 지루해서 집중력이 흐트러지긴 했습니다 ㅎ",8
"다른거 다 떠나서도 전편보다 재밌었고,가족간의 이야기가 꼭 무겁게 풀어내야만잘 만든 이야기가 아니다. 시트콤이면 어떠리.무도 상황극 꽁트들은 예능을 뛰어넘은캐릭터활용도의 교보재라면서 왜 유독 이 영화에만잣대가 심한건가 평론가들아?옆동네 마블 최근작들보다 나았고, 그냥 영화자체로재밌게 보고 올 수 있었다. 극장에서 직접 보시고 판단하시길",8
다 어디서 본 것들... 짬뽕인데 맛 없는 짬뽕 영화...,6
스릴러인데 시종일관 편안하다,1
서치 특유의 오직 미디어를 통한 연출이 너무 마음에 들었고 1편보다 복선도 더 촘촘해졌다,8
킬링 타임으로 딱 좋음. 요즘 죄다 비슷한 내용들 영화들 중에 아주 신선한 소재임. 지루하지 않고 계속 몰입하면서 볼수 있음. 뭘까? 뭐지? 왜지? 하면서 보게됨. 다른 영화들은 대충 유추하면 맞는데 이건 상당한 반전ㅎㅎ기대하시라!  10점일 뻔했으나 마지막 여주가 너무 암걸림. 매우 한국스러운 억지 전개. 도망 가라는데 왜 멍 때리고 서 있어? 그리고 여주가 먼저 출발했는데 여주 차가 더 느리고 운전하면서 뒤를 왜 돌아봄? 백미러 있는데-_- 짜증ㅋㅋ,8
어수선하고 억지스럽다. 양자경의 아카데미 수상소감만 감동적!,2
와.. 진짜 말이 안나온다..,10
생각보다 너무 눈물나는 영화얐습니다,8
작화가 너무 좋았다!!,7
스토리가 다 너무 똑같네요..,6
이거 완전 추천함여운많이남는영화....꼭 보세요,10
타임슬립 영화중에 최고다,10
최근 본 영화중에 가장 쓰레기 처럼 못만들었네 저 좋은 배우들 가지고 이렇게까지 쓰레기를 만들수 있다니,2
"스즈메 이모가 속마음 말 할 때, 스즈메랑 소타 재회 했을 때 보면서 많이 울었다.. 웃긴 장면도 많고 감동적인 장면도 있어서 너무너무 재밌게 잘 봤습니다...",10
거의 아바타수준 ㄹㅇㅋㅋ,10
마블은 에에올보다 못 할거면 멀티벌스 접어라,10
인종차별에 대한 색다른 접근이라 신선했지만 재미는 조금 덜했다,6
신고,10
1편이 유치하단걸 알고서 봐서 그런지 생각보다 나름 재미있었는데. 생각지도 못한 원더우먼 나온 장면은 대박 ㅋ,10
와 진짜 아무생각 없이 그냥 보러 갔다가 연출에 압도 되었습니다. 살면서 애니메이션 보면서 이렇게 두근 두근 거려본거 처음이네요 와 한번도 봐야 할꺼 같아요 연출 때문에 잠이 안옵니다,10
가볍게 보기좋은 팝콘무비인를 너무 강조한게 아닌가 싶다,5
도쿄에 얼마나 놀고 먹을게 많은데 찌질하게 있냐? 이민온것도 아니고 돈 벌러 온건데,1
아무리 알바들이 평점테러를해도 명작은 명작이다!!!,10
점수 주기도 아까운 희대의 망작작품이라고 할 수도 없다OST는 들을만 함,1
"인간의 아름다움, 존엄, 그리고 사랑의 이야기를 고개를 들어 응원하며, 고개를 떨구며 안타까워 하며. 가슴을 아리는 단어, 모쿠슈라.",9
전반적으로 진부했어요,6
"올해로 관동대진재 100주년 그리고 재일조선인 학살의 기억. <스즈메의 문단속>(2023)은 일제가 범한 당시 가해의 역사가 어떻게 신도(神道)라는 종교적 내러티브에 의해 미화되는지를 선명하게 보여준다. 이 영화와 이준익 감독의 <박열>(2017)을 교차시켜 보면, 여전히 왜곡된 일본의 문화적 기억은 명백하다. 이 영화는 영화이기 이전에 윤리적인 거짓이고, 한일의 기억전쟁은 현재진행형이다.",1
전작이랑 비교해서 나쁘지 않았어요,9
진짜 하나도 안 무섭고 스토리도 재미가 없음 ㅋㅋㅋ 진짜 돈 아까운 영화였음,1
"영화 너무 재밌는데 평점이 왜 낮은거지,, 보는 내내 흥미진진해서 지루할틈 없었음 전개도 빠르고 재밌게 봤습니다!! 이런영화가 1위해야지 흥했으면 좋겠네",10
감동적이지만 단조로웠어요,8
마지막에 다녀오겠습니다 장면에서 울뻔했습니다 재밌었어요,10
"딱 너의이름은, 날씨의아이 감독다운 감성과 여운 수준. 신선하지도 특별하지도 않지만 그냥저냥 재밌게 웃고 볼 수 있는 영화. 나랑 코드는 안맞지만 볼만 했음. 씹덕 취향이라 그쪽이면 정말 재밌게 볼 수 있을듯",7
와……정말이지 거의 대부분의 현대인들이 핸드폰 없이는 생활이 어려운 정도인데 이런 소재로 영화가 한국편으로도 나오다니요..보는 내내 심장이 쫄깃쫄깃~게다가 배우들도 다들 한 연기들 하는 분들이라 더 몰입감이 쩔었습니다!덕분에 핸드폰 잃어버리면 진짜 그 공포감까지 함께 얻은듯해요 으엉 ㅠㅠ,10
킬링타임 정도 최근 더 재미 없는게 넘처나서 그냥 저냥 볼정도 유니콘이 좋아하는걸 알게되서 기쁘네요,8
새롭긴 했는데 이해는 어려웠어요,8
재미있어요3편 어서요ㅜ,10
최민식의 카지노를 보다가 이 영화까지 찾아보게 되네요. 오래된 영화이긴 한데 눈을 뗄수가 없네요.결말이 슬프네요ㅠ 새로운 삶을 결심했지만 결국은 비극으로 끝나는게 여운이 많이 남아요.20년이 넘은 영화에 스포일러라 ㅎㅎ,10
신고,10
신고,10
영화가 아니다. 기만이다.,1
살면서 이런데 글 올리기 처음이다.. 궁금해서 그런데 무슨 내용이에요?,1
기대안하고봤는데영상미.ost도좋고 가슴찡한포인트가있네요^^괜찮았어요★^^,10
신고,10
