리뷰,별점
빠른전개가 좋고 리얼스토리라 좋다 특히 연기는 압권,10
영스엑으로 효도해드렸습니다 엄청 만족하셨습니다,10
초반에는 정말 신선하고 좋앗지만 후반으로 갈수록 내용이 반복되는 느낌이 들었어요.,7
"귀멸의 칼날: 상현집결, 그리고 도공 마을로 Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village-",2
"귀멸의 칼날: 상현집결, 그리고 도공 마을로 Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village-",2
"귀멸의 칼날: 상현집결, 그리고 도공 마을로 Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village-",2
진짜 ㄹㅈㄷ봤던 영화중 단연 최고였다,10
"귀멸의 칼날: 상현집결, 그리고 도공 마을로 Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village-",2
신고,10
이런 내용은 관객이 인질들한테 공감하면서 꼭 풀려냐야돼!! 이런 간절함이 있어야 공감되는데 선교한다고 쳐가서 엄한공무원들만 똥줄타고 국가 외교력 똥 되고 세금 낭비 한고 생각하면 열받아서 도통 공감이 안됨. 그래도 평점 6점 준건 황정민과 현빈 나머지 조연배우들 열연 때문에 .... 그리고 2탄이 아덴만 여명작전의 소말리아 소탕작전이면 훨씬더 재밌을듯,6
아아아아 진짜 너무재밌고 제가본 영화중에 최고,10
와 가면갈수록 너무 오글거리고 개연성도 없고 작화도 왤케 구려진거냐,4
재미있게 보았습니다 ~~,9
상견니 Someday or One Day,5
주변에서 계속 슬램덩크 얘기해서 봤는데 정말 상상이상으로 재밌습니다.. 중간중간 삽입되는 주인공들의 서사가 심금을 울립니다 꼭 보시길 추천합니다!,10
잼씀 너의이름은 하고 연출 조금 비슷한듯,10
감동그자체 꼭 봐야할 영화 중 하나,10
차태현이 선택한 영화 감동 웃음 그리고  여운...지루하지 않게 봤으며  시간이 금방간 듯한 느낌 힐링이 필요하신 분은 보심 좋아요.,9
영화를 보여주라고; 1시간 동안 환락의 거리랑 오프닝 보여주고 사실상 1회만 보여줌 ㅋㅋ;;,2
앤트맨과 와스프: 퀀텀매니아 Ant-Man and the Wasp: Quantumania,7
앤트맨과 와스프: 퀀텀매니아 Ant-Man and the Wasp: Quantumania,6
신고,10
앤트맨과 와스프: 퀀텀매니아 Ant-Man and the Wasp: Quantumania,7
앤트맨과 와스프: 퀀텀매니아 Ant-Man and the Wasp: Quantumania,7
연출도 좋고 너무 재밌었음완전 내 취향스타일리쉬한 영화!!! 알 파치노 최고!,10
재밌었다 개인적으로 연출도 멋지고….,10
너무아쉬운영화ㅠㅠ 다음영화를기다리며,3
대외비 The Devil's Deal,5
핵노잼 아아아돈이 아깝,1
대외비 The Devil's Deal,5
대외비 The Devil's Deal,5
대외비 The Devil's Deal,5
만화책 넘기던 나를 보았다,10
넷플릭스로 봤습니다 초반 스토리와 연출은 진부하지만 중반 이후부터 재밌어지네요,10
기대 이하였음너무 판타지에다가 비현실적임.. 결말도 이렇게 끝난다고?가 저절로 나올 정도로 허무함. 내용은 비슷하게 반복되고 살짝 십덕 애니 느낌이 좀 났음 그리고 슬프라고 넣은 장면은 1도 안 슬펐음 그래도 날씨의 아이보다는 재밌었음 너의 이름은 같은 명작은 또 언제 나오려나..,5
완존 강추.. 간만에 대만족,10
신고,8
진짜 너무너무 좋았어요,10
어메이징 모리스 The Amazing Maurice,6
어메이징 모리스 The Amazing Maurice,5
어메이징 모리스 The Amazing Maurice,6
어메이징 모리스 The Amazing Maurice,6
임지연이 예쁜 것 빼고는… 스토리라인이 너무 개연성이 낮고 유치해요.. 베드신도 너무 뜬금없고.. 총체적 난국,1
서치 2 Missing,6
서치 2 Missing,6
개노잼 고양이 쭁말루 얄미움,1
서치 2 Missing,6
짜집기 영화 시간아까움,2
기대하고 갔는데도 재밌어요~~ 나름 감동도 있네요,10
너의이름은과 날씨의아이 그 중간쯤,6
평점이 좀 낮은듯 재밌게 봤습니다,10
아...먹먹하다..선수의 막막함을 진선규 배우가 잘 표현함...선수에게 메달색은 증요치않다..모두가 대한민국을 대표해서 잘 싸웠건만...,10
OST 맛집 인정.. 해리포터 다음으로 인생영화가 되어버려따..,10
신고,9
두다다쿵: 후후섬의 비밀Duda&Dada The Secret of HooHoo Island,5
남녀 둘이 떠드는게 왤케 재밌지,8
두다다쿵: 후후섬의 비밀Duda&Dada The Secret of HooHoo Island,4
"절제된 연출, 스며드는 사랑",9
신고,8
두다다쿵: 후후섬의 비밀Duda&Dada The Secret of HooHoo Island,4
신고,10
"전작들에 비해서 아쉬웠지만,그래도 재미있었다... 2회차에서 하차할듯...",7
금사빠 스즈메의 사랑 찾아 뒷문 찾아.,8
신고,9
재미있습니다 !!ㅎㅎ,10
신고,10
재미있다. 그냥 봐라!,10
두다다쿵: 후후섬의 비밀Duda&Dada The Secret of HooHoo Island,4
뛰어난 영상미로 마치 영화 속 일본에 있는 몽환적인 기분이 들었습니다. 연출 작화 매우 훌륭하고 배우분들의 감정을 울리는 연기 덕분에 한층 더 영화에 이입할 수 있어 너무 재밌게 봤어요 다만! 아쉬웠던 점은 너의 이름은 처럼 OST가 많지 않아서 조금 아쉬웠네여 그래도 신카이 마코토 작품은 언제나 정답 입니다 다음에 또 나오면 바로 볼 예정!,10
신고,8
장난..질 재방송틀어주나,1
신고,9
카운트Count,6
신고,9
카운트Count,6
나빼고 친구들 다울음ㅋ,10
카운트Count,6
"국민가수  임영웅   노래면 노래 , 예쁘게 말하는 말 솜씨며 ,이제 춤까지  완벽하네요",10
신고,7
카운트Count,6
연출 최고.. 작화 진짜 최고.. 스토리 최고.. 진짜 작화는 진짜 개쩖 꼭 보세요.. 꼭.. 보다가 눈물 날뻔 했어요,10
신고,10
노무현입니까? 그 시절에 없었던게 비통합니다.,10
최고의 액션영화,10
내다버린 두 시간.스즈메 찡찡거리는 목소리로 억지 감동 유발하는데 귀가 너무 아팠음.영화관에서 본 최악의 영화,1
멍뭉이 재미있게 봤습니다,10
영화가 아니라 시즌 짜집기인줄 알았음 안 봤을텐데 말이죠 ㅋㅋ 그리고 보다 노래나오고 보다 노래나오고 보다 노래 나오고 ㅡㅡ 계속 그러길래 마지막 끝날때도 노래 나오길래 아 또 노래나오고 하겠지 싶었는데 극장 불켜짐. 사람들 다 읭? 이런 반응 ㅋ돈 날리고 옴,1
신고,9
"힘든 일을 하면 존중받으면 좋을텐데,그런 일을 하면 더 무시해, 아무도 신경을 안써..소희가 뭘 좋아했는지 아세요?춤추는걸 좋아했대요. 엄청나게 잘 췄대요. 진작에 알았다면 얼마나 좋았을까..",10
일본애니 특유의 뭉클한 감성이 잘 뭍어나는 작화와 분위기로 지진이라는 사건을 이야기한다...,9
신고,10
극장가서 보지마라ㅡ.ㅡ뭔지나간얘기를 1시간 30분동안하고 있누,1
신고,9
렌고쿠씨 가지마...,10
연출이나 노래는 좋지만 개연성이 좀,7
많이아쉽구만그참참나,2
"날씨의 아이, 너의 이름은. 도 멋졌는데 스즈메의 문단속은 무슨.. 감정이입하게 되고,..눈물 흘리고,..놀라고, 신비롭고, 방금 봤는데 또 보고 싶어지는 뜨낌들이 느껴지네요..신카이 마코도 감독님, 앞으로도 신작. '스즈메의 문단속' 처럼 멋진 신작들 만들어주세요..!!!스즈메의 문단속 처럼, 너의 이름은, 날씨의 아이 처럼 신비롭고, 놀라고, 방금 봤는데 또 보고싶은 그런 신작 영화들 만들어주세요!스즈메의 문단속 보다 더 멋진 작품이 나온다면 신카이 마코토 작가님은 사람이 아닌 신이 만들어낸 작품 일꺼에요!!신카이 마코토 감독님!, 앞으로도 힘차게!! 화이팅!!! 하세요!",10
너무 재밌고 감동적이에요,10
엄 날씨의 아이때는 여자아이때매 세계멸망 시키려더니 이제는 대학생남자때매 여주 자기가 대신 죽으려고 하넹... 너의 이름은같은 애니가 나왔음 좋겠다... 좀 많이 아쉬운 애니메이션이었다.,5
유준상 책을 읽는건가...어색하다 어색해,8
맥락없이 흘러가는대로 따라가다보니 눈물이 났다. 탈출구 없는 청춘의 이야기는 일견 흔한 스토리 같지만 담담한 연출과 군더더기 없는 연기가 마음을 때리네,9
신고,10
알수없는 울컥함간만에 재밌게봄,10
신고,10
일본적인 토속신앙을 잘 녹인 재난 트롤로지 영화라고 생각함. 후반부에서 종반부에 넘어갈때쯤 급격한 전개로 김빠지긴했는데 전반적으로 재밌게 봤음.,9
너무 좋았어오 다시 보고 싶네요,10
남주 키 164 84 생긴거 반 쯤 갈렸으면 1분만에 앤딩크레딧 봤을 듯,6
제가 너의 이름은을 진짜 10번은 넘게 봤어서 기대를 너무 했나봐요. 영상미나 연출은 이뻐요 근데 내용이 좀 개연성이 부족한거같아요. 본지 얼마 안된 남자 대신에 목숨을 바칠정도로 사랑에 빠질 만한 개연성이 부족하고… 기대한것에 비해 실망했어요. 시간도 길어서 저는 비추천해요,5
신고,8
첨에 노래 세곡네곡 연속 나올때 까지도 설렜다고요... 오프닝 클로징 중간포즈까지  헐 자막 보는시간들 만 빼도 시간 확 줄듯,1
성인이 보기엔 개연성 없는 스토리. 살인마 늑대가 장화신은 고양이가 인생에서 중요한 것이 무엇인지 깨닫자마자 칼을 버리고 가는게 허무하고 어이가 없음. 그냥 스토리가 다 유치하고 현실성도 없고… 곰돌이가족의 입양된 인간 딸도 자기 진짜 가족 찾겠다고 하더니 10분도 안가서 마음을 바꾸고 진짜 가족이 곰돌이들이라는걸 깨닫고… 계기라도 제대로 있었으면 망정이지 뭔;; 진짜 재미없어요. 동생(20살)은 옆에서 잤음. 23살이 봐도 진짜 오바예요. 그나마 고양이가 귀여워서 봤다…,1
너무너무너무 재밌다!,10
신고,9
신고,8
너어무재미있었어요...여운이 오래남는.... 최고여ㅛ어요 ㅠㅠㅠㅠ,10
"정말 오랫만에 한국영화 보고 오열했다. 난 남자지만, 엄마의 고통이 너무 아프게 전달되었다. 지금도 눈물 나네.",9
신고,9
영상미가 좋은 작품입니다,7
하… 다이진… 귀여브면 다냐고…,10
신고,9
정말 감명 받으면서 본 듯 모두들 보세요-!!! 진짜 존잼,10
흥미로운 소재여서 잘 봤습니다,8
신고,8
그냥 그런데 별로임..,2
한번 쯤은 봐도 좋을 영화 입니다.,10
연기는 최고에요 사실상 배우 볼려고 본 거 같기도…교훈은 좀 애매하네요,8
총 아홉번 눈물 흘렸어요. 이렇게 많이 눈물 흘린 영화는 처음.  생각보다 감동적이고 연기가 강렬했어요. 내일 한번 더 봐야겠습니다.,10
우연히 봤는데 돌릴수가 없었음. 우주선 자체가 외계인이라니..흥미로운 영화,8
작화는 진짜 너무 이쁘지만 스토리가 너의이름은이랑 날씨의 아이 짬뽕시켜놓은 거 같아요.. 보면서 어이없어서 웃음도 나오고 너무 기대를 한건가 싶기도 하고,6
재미없으메 진짜로 보지 마세요 마지막에 감동적이긴 한데 중간에 너무 지루함,1
개인적으로 연출이 좋았어요 하지만 반전을 계속 주려는 의도에서 그런진 몰라도 스토리가 조금 아쉽네요,8
진짜  매니아 등쳐먹는 영화였어.그냥 기다렸다...집에서 보시길..아이가 실망하는데.... 미안하더라,2
0점 못주는게 아쉬움 이런 일본 감성 안좋아해서 너무 안맞음 억지 감동 주려는 극적인 장면 그만,1
연기 지린다. 볼 만 영화입ㄴ다.,10
꿀잼. 영화보면서 잘 안우는데(감동적이라)조금 울었음...중간중간에 개그 포인트가 있어서 좋았다. 조금 아쉬웠던 캉의 포스는 어벤져스에서 보여줄듯,10
"진짜 연출,작화,스토리,OST 모든게 전부 대단하다고 생각했습니다 특히 마지막에 오는 감동은...",10
"웅장해지고 벅차오르는 감정선을 기대했는데 조금 뻔하기도 했고,주인공들의 행동도 이해가 안가는 부분들이 꽤 있어서 기대이하였지만 가볍게 보기에는 나쁘지 않았습니다.",6
일본 여행을 한 듯한 영상미아쉬운 점이 있어도 역시 신카이 마코토다,8
엄마가 너무 재밌게 보셨다고 합니다!,10
신고,9
진짜 넘 재미있고 말로 표현 안되는데 뭔가 눈물이 날려고 했음.. 의자로 된 소타 넘 귀엽고!!,10
신고,8
똑똑똑 영화 잘 봤어요,8
미쳤다.안보면 손해임,10
신고,9
날씨의아이 이상 영화관에서 꼭 보셈,9
신고,5
판타지적 설정이라 사건의 개연성은 넘어갈 수 있지만 영화를 보는 내내 주인공들의 감정을 따라갈 수 없어 주인공들의 행동에 개연성이 떨어진다. 이정도 소재를 가지고 이정도의 결과물을 만들어 내는것도 쉽지 않을듯,2
신고,7
배우들은 이름있는배우인데뻐대없는 느낌!매력적인 스토리는 아닌듯~이성민배우 연기잘하는데 여기서는 스토리가 아쉽네요,4
신고,9
신고,10
역시 신카이마코토 작품.. 감동적이고 재밌게봤습니다!,9
신고,10
"시간이 어떻게 가는지 모르고 봤어요! 엄청난 상상력과 연출력, 음악까지! 고양이님께 감사!!",10
방탈출 무섭다..,8
재밌는 상업영화,8
나는 재미있게 봤음 이번에 넷플에 풀려서 웃으면서 봤는디,10
기묘하게 풀어낸 자연재해와 멋있는 뒷문의 사후세계.,8
예상을 뒤엎는 공포 스릴러!,10
기존 시리즈를 알아야 할것같다,8
신고,10
꼭 보세요 마지막엔 거의 울 뻔했네요,10
살짝 아쉽,6
신선했다,8
생각보다 재밌었다,9
애니메이션이라는 원초적인 한계는 이해하지만 어느정도 독자들과 호흡을 맞추어서 스토리를 진행시켜야하는데 이건 뭐 거의 주인공이 배수의 진 치고 당나라 장수마냥 돌진 앞으로만 함. 캐릭터 정체성을 충분히 이해시키고 이야기를 이끌어 갔다면 모르겠지만 이건 뭐 밑도 끝도 없음. 고양이도 근본없고 하...,2
조금 난해한 영화,7
신카이 마코토 그가 상처를 어루만지는 방법,9
그 당시 봤으면 상당한 충격이었겠다,10
명품 연기가 인상 깊었습니다 몰입감 장난아니네요. 범죄스릴러 좋아하신다면 영화관에서 볼만하다고 생각합니다.,8
촬영 기법이 신선하고 좋았습니다가슴 먹먹해지는 영화네요,10
날씨의 아이보다 재밌음,10
날씨의 아이보다 재밌음,10
볼거리는 많았다,7
매력있는 악역,9
처음엔 그냥 첫눈에 반하고 순리대로 흘러가는 대만 하이틴영화인 줄 알았는데 중반에 갑자기 호러되고 마지막 부분에서 좀 충격적이고 감동적이었던 명작. 여운이 꽤 길게 간다.,10
연기자들도 연기하기 힘들었겠네요..어르신들 연기 ..존경합니다..미래에 누구에게나 닥쳐올씁쓸한...노년기의 비애가 먹먹하기만 합니다.,8
처음엔 그냥 첫눈에 반하고 순리대로 흘러가는 대만 하이틴영화인 줄 알았는데 중반에 갑자기 호러되고 마지막 부분에서 좀 충격적이고 감동적이었던 명작. 여운이 꽤 길게 간다.,10
나름 만족했다,8
오스틴 버틀러 연기가 미쳤다,10
감탄을 자아내는 수준의 연기와 연출,8
신카이 마코토 작품은 항상 믿고 보는데 이번에도 역시 레전드를 찍었다…! 이건 꼭 봐야 된다,10
작화랑 ost가 맘에들었고 스토리는 그럴저럭임날씨의 아이 보다는 판타지요소가 더 들어가서 작품이 화려함  그리고 동일본 대지진 같은 사건을 겹쳐보면 훨씬 재미있음 이 모든것은 지극히 개인적인 생각임,10
"깊이가 아쉬움, 많은걸 보여주고 싶있었나봄. 이야기 포인트를 어디를 잡아야할지 아쉬움.",4
신고,10
몰입감 좋아서 보는 동안 시간가는줄 모름. 교훈도 주고 후유증도 좀 남음. 날씨의 아이나 너의 이름은 같은 클라이막스 명장면은 없지만 그래도 너무 재미있게 봤음,10
기대이상의 정치영화!흥행이 아쉽다,10
넷플릭스  언어 설정잘못한줄알았네 ㅋㅋㅋ,2
너무 재밌습니다..진짜,10
살짝 아쉽지만 볼만했다,7
그냥 아무말 안합니다. 안보시면 후회함.,10
소재는 신선했다,7
한마디로 ㅈㄹ 쩌니까 보세요,10
제발다보세요제발눈물광광제일재밌어요,10
"한없이 가벼운 영화, 무거운것은 마동석 몸땡이뿐",4
3시간이순삭..!,9
볼만했던 히어로 무비,8
진짜 다른분들은 어떨지 모르겠지만 영화 보는 내내 질질 짜서 휴지 안가지고 들어간걸 후회중..ㅎㅎㅎ,10
살짝 섞인 공포도 좋았다,8
"부산이 고향인 나로서는 너무 방가운 부산사투리와 90년초 부산버스를 보니 방가웠음. 이성민이 한말 중 ""왜 장기에서 졸이졸인 줄 아냐. 썼다가 쉽게 버릴 수 있으니 졸이지"" 그외 많은 명대가 나오는것 같음. 역쉬 정치는 예나 지금이나 썩었다는게 맞음. 너무 냄새가 고약해서 모두들 코가마비되어 냄새를 모르지",8
음...일단 전작들이 잼있어서 기대했는데 이번엔 글쎄..아직도 스토리 이해가 안되는 1인ㅎㅎㅎ,6
성공적인 속편단순하지만 계속 시리즈를 보고싶다,10
신고,10
사회적 문제를 호러영화로 끌어온 조던 필의 놀라운 설계...,9
한국에도 이런 장르가 많이 나왔으면,9
신고,10
좋아하는 배우들이 연기하여 너무 기대했는데 스릴 넘치고 마지막은 눈물로 끝낸 영화에요 재밌습니다 !!,10
추억의 캐릭터로 만족,8
동석이형이 요단강 건너는 수준...동석이형 어쩌다 여기까지 온거야?,4
일본 자연재해를 이렇게 멋진 스토리로 표현하다니 정말 보면서 없는 눈물까지 짠거 같습니다 꼭 돌비 모드로 보세요 이거 진짜 미쳤습니다 아 잘봤습니다.,10
그래도 좋았다,8
많은 상징이 있는듯 보인 영화,7
이름만 부르고 불기둥만 나옴ㅋ,6
재밌어요…………..,1
여운이 참 많이 남는다,10
너무 재밌게 봤어요 한번더 보러 갈려구요,10
날씨보다 재밋음 굿 ㅋㅋㅋ,10
어제 보면서 진짜 넘 감동을 받았어요 우리다시 만날수 있을까에서 눈물 펑펑내가 임영웅과 같은 시대에 살면서 노래를 들을수 있는건 진짜 행운 중에 가장좋은 행운임을 느꼈다 ♡♡,10
최대한 담담하게 잘 그려냈다,10
정말 다음소희가 안 나오왔으면 좋겠네요.가슴이 아파요,8
연기는 좋았다,6
큰 단점없이 좋았던 영화,9
역대급 작품입니다 신카이 마코토의 신작,10
좆노잼 진짜 개노잼ㅌㅇㅇ,2
그림체는 좋았는데 스토리가 지루하네요몰입감도 없네요,2
"개연성이 조금 부족한건 아쉽지만, ost와 연출로 눈물흘림...",9
해석이 필요함,8
신파없이 담백해서 너무 좋았다시기가 아쉬운 영화,10
진짜 미쳤어요.. 이건 꼭 봐야함..!!! 날씨의 아이도 미쳤는데 스즈메의 문단속이 더 미쳤습니다.. 꼭 보세요!!,10
신고,10
공포 속 성장,8
무난한 명절 영화,8
오랜만에 신카이 마코토 작품으로 힐링!,10
꼭보세유ㅠㅠㅠ후유증 씨게 남습니다,8
개인적으로 한국영화 고어장르 응원합니다 좋았어요,9
날씨의 아이보다 재밌게 봤습니다. 감동적이였어요,10
말이 필요없이 재밌다,10
비극 결말까지 좋았다,9
의자 치고 잘 달리고 잘생김,10
신고,10
Ost너무좋고 작화가 너무 아름다워요 경이롭습니다... 보는내내 감탄했네요... 꼭 영화관가서 관람하세요,10
어린시절이 생각나는 영화,10
빌드업이그냥.. 지립니다 꼭보세요,10
짱구는 항상 옳다,10
신현준 이거는 영화계 최대 민폐아. 찍는 영화마다졸작에 한국 영화를 퇴보시키는 영화판 귀태. 정준호가 성공시켜 놓은 가문의 영광 후광 볼려다가 그것마져 망쳐버린 기행층 같은 존재랄까? 살수는 뭐냐? 차라리 살수차를 모는 게 건설적이지 않을까?,2
신고,10
이 영화는 사기다제목에 관련된 내용은 고작 10%남짓이고 나머지는 환락에 거리와 주제가로 가득하다미리 알아보고 가야하는거냐,6
재밌는 히어로 영화,8
이런걸 영화라고 만든다고?,2
만족스러운 프리퀄,8
지루하고 별로 재미 없었어요..,6
연기가 참 좋다,8
저항없이 울었다 라는 리뷰 하나 믿고 울 준비 하고 갔는데 울 정도로 슬프진 않았어요 오히려 비극을 너무 강조하지 않아서 좋았어요 초반전개부터 결말까지 깔끔해서 끝나고 나서 마음에 걸리는거 없이 개운했습니다 날씨의아이는 절정으로 치닫으면서 다소 반복되는 기분이 지켜웠는데 스즈메는 비슷한 내용이지만 조금도 지루하지 않아서 초등학생 아이들도 집중하고 봤어요,10
연기가 명품이다,8
감동이엇어요 곧 다가올 우리의 미래모습에 더 공감이 되엇어요.,10
볼만했던 영화,7
쫄깃쫄깃한 영화,8
솔직히 생각없이 보기엔 너무 재밌었다,10
연기가 좋았다,7
쓰레기 같은 영화처음에는 옛날에 만든 B급 느낌 나고중간에 집중하려고 했는데 갑자기 뮤지컬마지막에 영화 내내 개 싸우다가 갑자기 감동 연출애초에 같이 협업하다가 감옥 가고 다시 협업하자는 이야기가 나오는 게 이상함계속 ㅅㅂㅅㅂ거리기나 하고 듣기 거북했음,1
보면서 참 긴장했던 영화,9
신고,10
그냥저냥 오락영화,7
웬만한 사람들은 다 재밌게 볼거같음,10
노래 좋다,7
.,1
시나리오가 넘 바닥이네,2
어쩔땐 애니메이션이 너무 좋다,10
담담하게 그려낸 영화,8
왜 슬램덩크에 열광했는지 이유를 알겠다. 농구라는 운동이 이렇게 재밌는건지 몰랐다.,10
조금 아쉽지만 볼만했다,8
진짜 강추 이건 진짜 명작 레전드 진짜 완전 미쳤어요 진짜 진짜 진짜로 무조건 봐야함 이거 인생 영화입니다 3번 더 볼 거 같네요 진짜로 무조건 보세요 안 보면 후회합니다,10
팬들을 위한 영화,8
진짜 개재밌다 신카이 마코토 감독님 오래살았으면 좋겠다 이런 영화 계속 보게,10
나름 신선하다,8
영화를 좋아하는 사람들을 위한 영화,10
극장에서 처음 보길 잘했다,10
연기는 좋았다..!,7
정말 잘 재밌게 잘 봤습니다.,10
이연걸의 진지한 연기 좋았다.,10
남주와 여주의 서로가 어느새 없어서는 안될정도의 사랑감정선에 빌드업이 굉장히 부족하기때문에 감정선의 폭발에 동조하기힘들었다 또한 OST와에 연계성도 굉장히 부족 하지만 전체적으로는 좋았다 명작이라고하기는 부족하지만 가볍게 담백하게 보기좋다,5
스토리는 예상가능하지만복싱 액션 미쳤다!,8
다들 한번만 봐주세요  진짜 너무 재밌어요,10
진짜 기미노나마에와 급입니다 3만원 줘야해도 볼듯요 진심 개띵작임,10
저만 재밋게 잘 봤나요…. 엄청 재밌었는뎅…,10
할말 없는 명작이었다.,10
대외비 후기 너무 안좋아서 고민 하다가 .. 그래도 배우님들 믿고 봤는데 역시 이름값 하셨구요~ 스토리도 반전있고 재밌게 봤어요!,9
진짜 너무 재밌었음 ㅠㅠ 또 보고 싶어,10
예상하기 어렵고 1편의 신선함을 그대로,8
타격감 높은 액션씬들만으로도 충분히 볼만한 가치가 있다.,7
돈을 왜 버림? 의사가 머리가 그렇게 안 돌아간다고? 개연성 없고 재미 없음,2
엔딩 느므 맘에 드네요. 역시 영화는 1시간 30분정도가 딱임,8
내용은 예상가능하지만 그럼에도 힐링되는 스포츠영화,9
현실감 있게 잘표현된 영화같습니다. 연기력이 좋아서 몰입감있게 집중해서 보았습니다.,10
그냥 재미있게 봤어요상상도 못할 이야기 주제를 갖고 만들었다는게,10
그럭저럭 볼만했다,8
너의이름은이랑 느낌은 다른데 또 다른 매력이 있는 작품이었습니다,9
아무정보없이봐도 재밌다,9
엄마가 생각나네요...그냥 그냥 생각이 많이 나게 만드는 영화인간은 늘 외롭다는 ....,10
아니.. 이렇게까지 재미가없다고?!,1
몰입해서 봤다 나였다면 어떤 선택을 했을까?,9
감상평에 싫어요를 달고 있는 사람이 있습니다 그 사람이 혹시 이글을 본다면 당신을 짓누르는 증오가 뭐였는지 이영화를 통해 알게되었으면 한다,10
일단 재밌냐고 물어본다면 재밌습니다. 연출이나 ost는 솔직히 신카이마코토 작품 역대급이라고 해도 과언이 아닐정도 인데 스토리는 솔직히 애매합니다. 엔딩도 후지부지하게 끝나는면이 없지 않아 있긴한데 연출이나 ost가 그런 부분을 아주 잘 포장해주지 않았나 네 추천합니다.,8
스토리전개가 진부한 부분도 있긴 했지만 현실감 넘치고 후반부에 스토리 긴장감도 있고 이렇게 평점 낮을 작품은 아닌 것 같아요.,8
연기가 좋았다,8
작화는 말해뭐해 Ost는 짱이고 내용도 엄청 재미있었다. . 2번째 인생작꼭 봐주세요ㅜㅜㅜ,10
고등학교 첫 입학해서 여러모로 많이 힘들었는데 부모님한테 말씀드리고 싶진 않고 친구들도 다 힘든거 아니까 혼자서 꾹 참고 있었어요마지막 장면에서 울었습니다..몇 년 지나서도 이 영화 봤던 순간이 오래 기억에 남을 것 같네요,8
제가 좋아하는 배우님들이 출연하셔서 첫 번째로 너무 좋았고 스토리도 지루하지 않게 잘 짜여 있었고 몰입감도 되게 좋았어요 배우님들 연기 짱이예요 영화 다 보고 무대인사까지 봤는데 배우님들 목소리도 좋고 재밌게 해주셔서 행복한 토요일이 됐던거 같아요 감사합니다 ????,10
처음 볼 때보다는 두 번째가 낫네요.,8
풍경 작화외 ost가 좋았습니다,9
따뜻하고 희망차게,10
"영화 자체는 별로지만, 헤르미온느코필드 나와서 10점.",10
"신카이마코토 감독의 특별한 전개와 특정 장소에서 일어난 지진으로 인해 문과 연관된 사건의 구성으로 화려한 영상미까지 더해졌고 여기에 스즈메와 소타, 다이진의 역할도 중요시 여겨 재난과 드라마의 소재를 집중적으로 보여준 애니메이션 영화.",10
또 보고싶어요 재밌었어요,10
역시 신카이 마코토 감독이다!!,10
미소가 끊이지 않는 영화 너무 힐링된다,10
현실이 영화보다 더해 감이 떨어지지만 남정네들 연기력 만큼은 국보급,10
내용을 아예 모르고 갔는데 정말 재밌게 봤어요2D와 3D의 적절한 조화랑 박진감 넘치는 경기 장면까지 너무 재밌었습니다,8
i love you do hyya,10
적당히 꼬았으면 더 보기 좋았을 것을 너무 배배 꼬아놓음,8
장면 장면이 전환 될 때마다 그 장면이 지나감의 여운이 장난이 아니다. 연출 또한 영화 상영시간 내내 지루할 틈 없도록 눈이 번쩍 뜨이는 최고의 연출이었다.,10
진짜 울었어요. 꼭 추천해요..,10
"모든 장면들이 아름답고,포근하다",10
재밌긴 한데 막 엄청난 감동은 없음. 추천함 ㅇㅇ 참고로 내가 소타보다 더 잘생김 ㅎ,8
언제나 준비된 사람은 없다.,8
급정거와 급출발이 잦아 멀미가 나려고 하는 와중에 보여주는 풍경들을 즐길 겨를이 없었다전작들에 비해 개연성이나 설명이 부족한 느낌이 있다,7
완전 힐링영화임 ㅠ보고나명 기분까지 좋아짐 유연석 차태현 멍뭉이 짱 ㅜㅜ,10
이번에는 남주가 여주를 구해주는게 아니라여주가 남주를 구해주는 스토리라서 좋았다ost 중 참새 들으러 영화표 산거라 말할것도 없고 연출도 이쁘고 좋았음,10
흑흑흑흑…. 잘해줘야겠다 우리 토리..,10
너무 좋았음 장면마다 소름이;;;  다만 스토리가 약간 부실했는데 사실 ost랑 작화로 커버가능ㅋ,10
230311[7]총질이 난무해서 현실감이 좀 떨어지지만 그런대로 볼만했음,7
당신이 이 영화를 본다면...살....수가 없을것이다.,5
당연히 너무 재밋고 이건 그냥 진짜 꼭 봐야돼 안보면 후회됨 ㄹㅇ,10
흠.... 그정돈가?,3
재미없어요 보다 잤습니다,1
별로에요 ㅋㅋ점지루함,2
재난이라지만 공감이 안되면 와닿지는 않는다.. 그 공포와 슬픔을 대중에게 맡겼다. 영화에선 그런 연출은 그닥 없다.. 그리고 로맨스부분도 왜 좋아하는지 모르겠다.,6
책으로만 보거나 책 먼저 보고 영화 보면 영화만 보는것보다 훨씬 감동이 잘 올라올듯함. 영화에서 나오지 않는 문장들이 영화에도 나오면 훨씬 좋겠다고 생각함.,10
연기민수가 연기민수했다,5
트랜스포머 컴퓨터기술로 개로봇버전을 만든 느낌. 여배우가 x나 예쁨,10
뻔한 스토리. 창의는 커녕 진부함의 연속.,1
정말 재밌게 잘봤습니다.,1
내가 뭘 본 거지? 혼란스러움을 느끼고 싶다면 꼭 볼 영화,10
